step,reward,eval_type,seed
250112,0.0,pi,11
250112,0.0,mppi,11
500224,3.8,pi,11
500224,41.2,mppi,11
750080,74.7,pi,11
750080,3.7,mppi,11
1000192,158.1,pi,11
1000192,272.4,mppi,11
1250048,319.3,pi,11
1250048,347.1,mppi,11
1500160,270.1,pi,11
1500160,377.2,mppi,11
1750016,342.6,pi,11
1750016,334.0,mppi,11
2000128,387.2,pi,11
2000128,432.3,mppi,11
