training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/gamma_h_mean,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/gamma_h_mean,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-4.640282,4.640282,0.018235778,1.0,0.8521205,9.084474,-10.250169,0.011607735,0.017046435,0.986938,0.7423916,0.019031651,0.019239195,-0.053016867,0.40374267,-4.649958,4.649958,0.02210631,1.0,0.901433,3.493136,-3.698608,0.010035602,0.018090654,0.9888695,0.8635212,0.018670814,0.0067910512924194335,33.95529794692993,5000
-4.643215,4.643215,0.019409198,1.0,0.7216698,8.56645,-4.604945,0.014073491,0.029912807,0.9888537,0.86606395,0.022734132,0.015021214,-0.02869335,0.5108741,-4.6379986,4.6379986,0.017322449,1.0,0.94953763,8.471343,-4.4226747,0.014290414,0.02962706,0.98783314,0.87216306,0.023012044,0.002571617603302002,46.813390493392944,10000
-4.64104,4.64104,0.018538864,1.0,1.3705502,15.291275,-4.7028284,0.019508738,0.045324802,0.98664856,1.2216005,0.031724744,0.029153632,-0.032926213,0.78721476,-4.6378384,4.6378384,0.01725837,1.0,1.5143294,12.58556,-4.552852,0.023974467,0.046674263,0.98841876,1.263652,0.036610987,0.002490705966949463,59.266923904418945,15000
-4.631651,4.631651,0.014783166,1.0,1.2649958,15.884934,-8.976002,0.023770837,0.032200895,0.9878428,1.2157855,0.035928693,0.01982181,-0.041292474,0.90907955,-4.646338,4.646338,0.020658173,1.0,1.2996504,12.58556,-5.821179,0.020472158,0.02989174,0.9866603,1.2202368,0.032674525,0.0025400310039520265,71.96708273887634,20000
-4.6343246,4.6343246,0.015852902,1.0,1.3370221,15.884934,-7.692115,0.04543241,0.1986265,0.987708,1.6621587,0.062054,0.19706912,-0.14450552,3.892528,-4.6438675,4.6438675,0.01967001,1.0,1.1216514,12.58556,-7.0090103,0.03032329,0.20897225,0.9874552,1.6722293,0.04704558,0.002526768732070923,84.60093069076538,25000
-4.639825,4.639825,0.018052882,1.0,0.9763656,15.884934,-9.162803,0.030636735,0.11063571,0.987674,1.7801752,0.04843849,0.03701176,-0.038842414,1.7945241,-4.6319704,4.6319704,0.014911032,1.0,1.4571648,12.58556,-8.733559,0.023118675,0.050244145,0.9873454,1.7864072,0.040982746,0.0025413758754730224,97.30781412124634,30000
-4.633949,4.633949,0.015702557,1.0,1.1749766,15.884934,-8.713274,0.025252992,0.07905944,0.9872701,2.0965912,0.046218902,0.08106371,-0.07675019,1.9148364,-4.6490817,4.6490817,0.021755554,1.0,1.9771557,12.58556,-8.223849,0.04309795,0.12864327,0.9875126,2.126874,0.06436669,0.002556138515472412,110.08851051330566,35000
-4.638256,4.638256,0.017425321,1.0,0.70495725,15.884934,-9.737134,0.013075095,0.056451343,0.9872881,1.5469811,0.028544907,0.034012023,-0.04526385,0.74555254,-4.6348796,4.6348796,0.016074825,1.0,0.9833306,12.58556,-8.829958,0.02005064,0.05544717,0.9874109,1.5620165,0.035670802,0.0025004010200500486,122.59051942825317,40000
-4.6307154,4.6307154,0.014409125,1.0,0.92502594,15.884934,-11.305587,0.022061367,0.08638917,0.9872938,1.523213,0.037293497,0.07753214,-0.064006634,1.9018788,-4.6435537,4.6435537,0.019544369,1.0,1.060261,12.58556,-10.907946,0.018158456,0.092504725,0.9868432,1.5427048,0.033585504,0.002502113676071167,135.10109210014343,45000
-4.645297,4.645297,0.020241817,1.0,0.6841227,15.884934,-15.929528,0.01206282,0.14429355,0.9881444,1.1859739,0.023922559,0.023346592,-0.02540223,0.7553961,-4.633375,4.633375,0.01547297,1.0,1.5021414,12.58556,-12.6540165,0.022861958,0.050123125,0.98768955,1.2072235,0.034934193,0.002499095916748047,147.59657526016235,50000
-4.6463175,4.6463175,0.02064981,1.0,0.5133259,15.884934,-13.850804,0.008666669,0.038977373,0.988659,0.6235155,0.014901824,0.039425533,-0.03662392,0.5888982,-4.63064,4.63064,0.014378898,1.0,0.6092433,12.58556,-13.56083,0.0120605705,0.030980479,0.9859694,0.62691486,0.01832972,0.0024849246978759765,160.02120232582092,55000
-4.642037,4.642037,0.01893775,1.0,0.47849315,15.884934,-10.476984,0.010642053,0.039541915,0.9857224,0.2506012,0.013148065,0.041849077,-0.018234247,0.4568497,-4.629123,4.629123,0.0137721915,1.0,0.6025728,12.58556,-10.242159,0.011082904,0.03855945,0.98616576,0.25421697,0.013625074,0.002502977466583252,172.53609466552734,60000
-4.6385355,4.6385355,0.01753722,1.0,0.4547611,14.222626,-8.4131365,0.007565566,0.01673449,0.9872824,0.19015898,0.009467156,0.040570367,-0.038691826,0.4645704,-4.631001,4.631001,0.014523298,1.0,0.59111786,8.6744375,-5.553567,0.008691394,0.01887804,0.9883156,0.18990852,0.010590479,0.002483183526992798,184.95201635360718,65000
-4.63042,4.63042,0.014291036,1.0,0.39572102,11.854119,-8.348639,0.0069009783,0.015189618,0.98739517,0.13911378,0.008292116,0.033147436,-0.034615893,0.39892423,-4.6347346,4.6347346,0.016016787,1.0,0.53927374,12.58556,-25.62651,0.028672386,0.042205207,0.9876716,0.13840696,0.030056456,0.0025253438472747805,197.57873964309692,70000
-4.645768,4.645768,0.02043016,1.0,0.39279234,9.757703,-10.859533,0.007860482,0.024934817,0.98825747,0.10239209,0.008884403,0.04360402,-0.029556653,0.51159465,-4.6333656,4.6333656,0.015469211,1.0,0.5405321,12.58556,-25.62651,0.011314716,0.053326823,0.98593134,0.1044064,0.01235878,0.0024844597816467283,210.00104236602783,75000
-4.6233788,4.6233788,0.011474503,1.0,0.39100382,12.844173,-9.830194,0.0068464866,0.017859995,0.9871192,0.09043975,0.007750884,0.032567356,-0.028633634,0.40905923,-4.635914,4.635914,0.01648848,1.0,0.5294006,3.7755172,-4.725279,0.010333102,0.04183913,0.9878714,0.094849765,0.0112816,0.0024950942039489747,222.47651767730713,80000
-4.6291924,4.6291924,0.013799729,1.0,0.40841118,11.161875,-8.690605,0.0071135266,0.01967328,0.98822343,0.07381128,0.00785164,0.033381794,-0.016910855,0.45289057,-4.634362,4.634362,0.015867868,1.0,0.4492309,6.0662065,-3.1078749,0.010611373,0.028685717,0.9875893,0.0740199,0.011351572,0.00250656304359436,235.00933647155762,85000
-4.621907,4.621907,0.010885932,1.0,0.33745974,9.681524,-7.5401464,0.0058987415,0.021077534,0.9869746,0.08060312,0.006704773,0.03901842,-0.032882143,0.46025613,-4.631381,4.631381,0.014675473,1.0,0.42532685,5.996335,-3.7656128,0.008220683,0.026366083,0.9879781,0.0812715,0.009033398,0.0025217089653015137,247.61788511276245,90000
-4.6271057,4.6271057,0.012965455,1.0,0.39272404,11.17318,-4.8521156,0.00660573,0.015545498,0.98663723,0.085197024,0.0074577,0.012693346,-0.03328391,0.34423542,-4.6585016,4.6585016,0.025523772,1.0,0.46545094,8.508364,-3.738851,0.007772241,0.03279715,0.987532,0.08568974,0.008629139,0.002502774715423584,260.1317629814148,95000
-4.6307015,4.6307015,0.014403521,1.0,0.36415452,15.884934,-12.642117,0.005106465,0.017581346,0.9890809,0.070477664,0.0058112415,0.024670385,-0.03005152,0.46785027,-4.643542,4.643542,0.019539734,1.0,0.42581126,3.6211307,-5.9915075,0.012467245,0.026815083,0.9870161,0.072230324,0.013189548,0.0024719359397888186,272.4914457798004,100000
-4.633052,4.633052,0.015343717,1.0,0.3614324,10.4913025,-10.460256,0.0060248584,0.01978429,0.9887711,0.0647076,0.0066719344,0.03200179,-0.044750005,0.43799275,-4.638632,4.638632,0.01757575,1.0,0.41971487,4.61181,-4.1287937,0.0082337,0.031046195,0.98672915,0.06539665,0.008887666,0.002534094762802124,285.1619231700897,105000
-4.627431,4.627431,0.0130953435,1.0,0.380091,3.0429573,-5.2020035,0.005495785,0.017739277,0.9884954,0.069009915,0.006185884,0.013447082,-0.030126425,0.37949646,-4.6330805,4.6330805,0.015355152,1.0,0.38474065,3.9415534,-14.283968,0.012081889,0.032426268,0.9865991,0.07172528,0.012799142,0.0024844278335571287,297.58406591415405,110000
-4.63199,4.63199,0.014918903,1.0,0.35245675,8.749596,-7.5154943,0.0062594195,0.01731025,0.9868895,0.071511246,0.006974532,0.029675512,-0.08230454,0.5401845,-4.637207,4.637207,0.01700586,1.0,0.4121601,6.7433825,-11.459602,0.010459538,0.027366813,0.98746544,0.07356383,0.011195176,0.0025048085689544676,310.10811281204224,115000
-4.6262007,4.6262007,0.01260335,1.0,0.35319728,15.884934,-7.331836,0.0058612544,0.020111222,0.9884575,0.062515154,0.006486406,0.053767662,-0.03241164,0.4957917,-4.6402035,4.6402035,0.018204251,1.0,0.404437,3.454537,-6.6531396,0.008703323,0.02933472,0.98731554,0.06316449,0.009334968,0.0025091203689575196,322.6537187099457,120000
-4.635847,4.635847,0.016461661,1.0,0.37825423,15.884934,-9.722971,0.0070192805,0.015841674,0.9859072,0.06869859,0.0077062664,0.030897114,-0.036372535,0.642799,-4.6410694,4.6410694,0.018550618,1.0,0.37248755,3.745616,-3.3968222,0.0067142053,0.023280546,0.98718864,0.06976375,0.0074118427,0.0025301891803741457,335.3046681880951,125000
-4.6255283,4.6255283,0.012334409,1.0,0.36468285,15.884934,-14.899855,0.007683578,0.019169468,0.98639107,0.06773464,0.008360924,0.022373697,-0.037657116,0.46899542,-4.6427493,4.6427493,0.019222671,1.0,0.4157649,11.542781,-3.63623,0.010778341,0.03787219,0.9874295,0.06946834,0.011473025,0.0025134925365448,347.87213468551636,130000
-4.6283507,4.6283507,0.013463258,1.0,0.3733706,10.12298,-8.379296,0.0071113044,0.019062247,0.98948306,0.07161659,0.00782747,0.022730375,-0.028608652,0.4634521,-4.629184,4.629184,0.013796314,1.0,0.40747437,7.4111195,-6.5688076,0.009030102,0.030449739,0.9887886,0.076797314,0.009798075,0.002473807382583618,360.2411754131317,135000
-4.6315227,4.6315227,0.014732027,1.0,0.33216715,13.354319,-8.665264,0.007293001,0.01969466,0.9876331,0.083212435,0.008125125,0.025409793,-0.028277142,0.5590039,-4.637651,4.637651,0.017183343,1.0,0.39473322,9.448028,-5.801079,0.017151888,0.04045014,0.98765934,0.08692117,0.0180211,0.002508627414703369,372.7843163013458,140000
-4.628828,4.628828,0.013654217,1.0,0.36534148,9.7578335,-7.8251233,0.0058793575,0.017740183,0.9880575,0.12146214,0.007093979,0.03960014,-0.017844427,0.38955772,-4.642928,4.642928,0.019294119,1.0,0.3799768,6.490868,-4.178655,0.0077120406,0.035054468,0.98843133,0.1239222,0.008951263,0.00252063627243042,385.3875014781952,145000
-4.6228523,4.6228523,0.011263821,1.0,0.4831716,8.707091,-10.311179,0.008501327,0.016195165,0.98713493,0.36742437,0.01217557,0.02300636,-0.025358848,0.41319603,-4.635396,4.635396,0.016281296,1.0,0.52012426,10.334588,-10.324001,0.051006023,0.06324733,0.9892989,0.37384775,0.0547445,0.002525516223907471,398.01508593559265,150000
-4.621705,4.621705,0.010804981,1.0,0.5128061,6.4074607,-4.7028284,0.008873959,0.02255071,0.98659265,0.44981465,0.013372106,0.035002716,-0.025601175,0.59854007,-4.641003,4.641003,0.018524248,1.0,0.5667961,4.522769,-4.4226747,0.010029966,0.022599505,0.98779464,0.46092305,0.014639197,0.0024969686031341555,410.49993324279785,155000
-4.6292377,4.6292377,0.01381802,1.0,0.55253136,10.354818,-8.3652525,0.008703267,0.016554013,0.9876323,0.5848757,0.014552024,0.03945521,-0.02862592,0.5263744,-4.6415834,4.6415834,0.018756315,1.0,0.6007797,5.1529956,-5.0613394,0.008185286,0.019778097,0.98729223,0.58117014,0.013996987,0.002467181444168091,422.83584427833557,160000
-4.6243076,4.6243076,0.011845985,1.0,0.41540036,11.33045,-4.4689145,0.007063113,0.020255668,0.98759806,0.40855873,0.0111487005,0.023540393,-0.026569696,0.46615878,-4.6445184,4.6445184,0.019930383,1.0,0.47855848,7.899213,-4.165517,0.007099303,0.02157882,0.98907983,0.40410644,0.011140367,0.0024698155403137206,435.18492579460144,165000
-4.625969,4.625969,0.012510567,1.0,0.52170527,4.995465,-9.230572,0.007253081,0.024166288,0.9883624,0.51659,0.012418982,0.024795804,-0.03138232,0.61445034,-4.6435347,4.6435347,0.019536799,1.0,0.5649248,6.2125907,-5.2174296,0.012921033,0.032419182,0.98602176,0.5225879,0.018146912,0.0024399642944335936,447.3847508430481,170000
-4.629239,4.629239,0.013818654,1.0,0.42003667,10.773516,-11.089899,0.00705015,0.018336296,0.98840344,0.36647412,0.010714891,0.04645063,-0.02798712,0.57011276,-4.635861,4.635861,0.016467243,1.0,0.6203789,6.4437265,-3.8612278,0.011023811,0.024339478,0.9869981,0.36593175,0.014683128,0.0023926464557647706,459.3479871749878,175000
-4.6238656,4.6238656,0.011669171,1.0,0.43344104,9.8831415,-7.749335,0.0081574265,0.018178312,0.9874239,0.27471405,0.010904567,0.039489087,-0.038477127,0.51768047,-4.6350684,4.6350684,0.01615015,1.0,0.48566896,6.4437265,-3.6053953,0.010835714,0.026607782,0.9895009,0.27828038,0.013618518,0.0024446545124053956,471.5712642669678,180000
-4.6293497,4.6293497,0.013862908,1.0,0.38811424,15.884934,-9.296607,0.0074297376,0.020048896,0.98845756,0.30176723,0.01044741,0.019239437,-0.026344031,0.6091961,-4.642332,4.642332,0.019055866,1.0,0.44781676,6.4437265,-8.062037,0.010454832,0.03149777,0.9871055,0.30007875,0.013455619,0.0024219773292541505,483.6811547279358,185000
-4.630098,4.630098,0.014162108,1.0,0.37606332,15.884934,-13.739353,0.005732555,0.018541824,0.98884284,0.29274693,0.008660024,0.03711154,-0.024481865,0.4331513,-4.6405783,4.6405783,0.018354464,1.0,0.45649835,6.4437265,-3.9110923,0.011724725,0.034477573,0.9866188,0.2896939,0.014621664,0.0024095592975616454,495.7289547920227,190000
-4.626373,4.626373,0.012672081,1.0,0.41899088,11.758063,-9.781279,0.0068448544,0.014940493,0.98818076,0.2811569,0.009656424,0.023128701,-0.031951834,0.43397343,-4.6437273,4.6437273,0.01961398,1.0,0.47332072,7.6249967,-4.4721746,0.009196478,0.027633682,0.98875225,0.28453112,0.012041789,0.002442535877227783,507.94163846969604,195000
-4.62273,4.62273,0.011214913,1.0,0.36256117,9.253642,-5.043027,0.0057527823,0.014960138,0.9878972,0.22703981,0.00802318,0.03767555,-0.021557396,0.42589727,-4.642969,4.642969,0.01931054,1.0,0.40874094,6.4437265,-9.04604,0.008032824,0.024727855,0.9866485,0.23343067,0.010367131,0.0024111698627471926,519.9974915981293,200000
-4.622905,4.622905,0.011284749,1.0,0.34001952,10.576803,-7.2419896,0.0068067918,0.019201584,0.98814285,0.23967755,0.009203567,0.027468622,-0.046179615,0.51308274,-4.644169,4.644169,0.019790482,1.0,0.38224435,10.040247,-4.1324706,0.010034939,0.032091394,0.98721874,0.24211168,0.012456056,0.0024320881843566894,532.15793633461,205000
-4.6235695,4.6235695,0.01155065,1.0,0.41435102,10.539032,-6.988514,0.006716633,0.01581487,0.9872613,0.16924712,0.008409104,0.036907148,-0.043227155,0.5512974,-4.6396914,4.6396914,0.017999424,1.0,0.5622329,6.4437265,-11.035694,0.018379085,0.043402478,0.98663294,0.17416093,0.020120693,0.0024301509857177733,544.3086950778961,210000
-4.6227226,4.6227226,0.011212045,1.0,0.3297807,10.153149,-7.8003464,0.008085849,0.016796343,0.986286,0.13706842,0.009456533,0.028274171,-0.027800605,0.4425974,-4.650558,4.650558,0.022346178,1.0,0.40212917,6.4437265,-5.2285676,0.0069704847,0.027067855,0.9880004,0.14156076,0.008386092,0.0024409542083740233,556.5134708881378,215000
-4.624982,4.624982,0.012115684,1.0,0.34623808,15.758575,-8.590348,0.007305316,0.015948763,0.9888959,0.1229476,0.008534792,0.026174754,-0.032537986,0.48625398,-4.6433115,4.6433115,0.019447548,1.0,0.41218132,4.8964324,-5.6451764,0.009427074,0.04433477,0.98880076,0.12386211,0.010665695,0.0025261375427246095,569.1441626548767,220000
-4.622099,4.622099,0.010962705,1.0,0.32372302,9.753129,-9.248113,0.0063224155,0.018949768,0.9876939,0.08691995,0.007191615,0.03425162,-0.04162618,0.47629562,-4.637245,4.637245,0.017021107,1.0,0.36861348,4.9631405,-5.8814654,0.0085612675,0.026694644,0.98773456,0.090597264,0.00946724,0.0025505492687225343,581.8969135284424,225000
-4.6214995,4.6214995,0.010722706,1.0,0.34668818,9.958471,-9.925371,0.0065647815,0.01814121,0.9885509,0.079419106,0.0073589724,0.029250683,-0.023701629,0.42363763,-4.658539,4.658539,0.025538472,1.0,0.40592217,6.4437265,-5.2174296,0.009673553,0.025461927,0.98832405,0.07931923,0.010466745,0.002575351572036743,594.773675441742,230000
-4.618725,4.618725,0.009612845,1.0,0.33221912,15.367073,-8.094665,0.0055137565,0.01584679,0.988251,0.06936106,0.006207367,0.01678366,-0.037530426,0.43438774,-4.6522436,4.6522436,0.023020523,1.0,0.4443205,5.7834487,-3.3474207,0.011989497,0.034196686,0.987751,0.07301743,0.012719671,0.0024612853527069094,607.0801062583923,235000
-4.620924,4.620924,0.010492522,1.0,0.33669743,14.624064,-15.411996,0.0059295157,0.017211273,0.9885263,0.060284402,0.00653236,0.01689034,-0.025669234,0.46174788,-4.6593666,4.6593666,0.025869463,1.0,0.4255084,3.7031033,-4.283659,0.0074660215,0.025461178,0.9884417,0.061718337,0.008083205,0.0025500892162322996,619.8305561542511,240000
-4.619581,4.619581,0.009955378,1.0,0.33037192,10.673492,-11.343169,0.0066055013,0.029082812,0.9870391,0.05709933,0.0071764947,0.040983614,-0.023493897,0.44376948,-4.647084,4.647084,0.020956783,1.0,0.40100205,3.476213,-3.3760123,0.007409459,0.028227437,0.98834705,0.057892427,0.007988383,0.0024939544200897217,632.3003315925598,245000
-4.626556,4.626556,0.012745258,1.0,0.30320728,15.884934,-7.2831326,0.0061884946,0.014629922,0.9875375,0.053559326,0.006724088,0.012208371,-0.037684727,0.5168762,-4.693328,4.693328,0.039453994,1.0,0.40453604,5.241967,-5.5480375,0.008219479,0.032898188,0.9874502,0.054953154,0.00876901,0.002510782289505005,644.8542466163635,250000
-4.6215167,4.6215167,0.010729688,1.0,0.33319595,11.170967,-7.9702744,0.0063262964,0.020558976,0.9882266,0.05557248,0.006882021,0.037112024,-0.02155314,0.4356039,-4.654663,4.654663,0.02398829,1.0,0.411288,2.9875336,-3.8641534,0.007345474,0.039929323,0.98914254,0.055814594,0.00790362,0.002465164852142334,657.1800746917725,255000
-4.6217184,4.6217184,0.010810516,1.0,0.32894868,10.338768,-9.861788,0.006682096,0.018765157,0.9867656,0.052105084,0.007203147,0.026081238,-0.03096868,0.46169123,-4.67062,4.67062,0.030370792,1.0,0.39705607,3.4694774,-7.7316465,0.0075744465,0.06973108,0.9884062,0.05085818,0.008083029,0.0024742778778076174,669.5514678955078,260000
-4.6223984,4.6223984,0.011082241,1.0,0.3376751,14.215385,-10.066524,0.006889023,0.017112188,0.9863781,0.04885049,0.0073775277,0.017997732,-0.029507905,0.4530282,-4.65021,4.65021,0.022206936,1.0,0.3663017,8.86849,-4.477366,0.010769319,0.033647753,0.98505294,0.048642058,0.011255739,0.002530542039871216,682.2041821479797,265000
-4.6208477,4.6208477,0.010461905,1.0,0.2773262,9.554473,-8.495899,0.0067027947,0.016661668,0.98710674,0.047389727,0.007176692,0.042447772,-0.016867543,0.4002723,-4.639677,4.639677,0.01799385,1.0,0.3685177,3.7187252,-6.7237906,0.009069458,0.031797715,0.9876448,0.04970087,0.009566466,0.002528071594238281,694.8445434570312,270000
-4.6223946,4.6223946,0.011080637,1.0,0.29652545,15.884934,-10.492685,0.005791719,0.016564662,0.98807293,0.044990875,0.006241628,0.03386379,-0.03254527,0.45399055,-4.669901,4.669901,0.030083394,1.0,0.34071842,9.269287,-5.49404,0.007347304,0.029967913,0.98821473,0.04791426,0.007826447,0.0024489636421203614,707.0893661975861,275000
-4.624181,4.624181,0.011795144,1.0,0.3086837,10.757975,-11.135362,0.007689178,0.019907638,0.98662674,0.04635887,0.008152767,0.029745746,-0.019251676,0.6338438,-4.6629686,4.6629686,0.027310297,1.0,0.37640333,3.4098508,-7.588117,0.011356683,0.03841203,0.9875404,0.04672974,0.011823981,0.002450757169723511,719.3431558609009,280000
