step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,2,4.2,92.2,0.0000,0.8966
100096,2,2.5,48.2,0.0000,0.5917
150016,2,0.6,57.0,0.0000,0.0110
200192,2,83.2,75.5,0.0000,0.1577
250112,2,85.1,83.7,0.0000,0.5178
300032,2,77.4,76.2,0.0000,0.1054
350208,2,87.8,80.5,0.0000,0.1326
400128,2,88.1,53.5,0.0000,0.7419
450048,2,92.4,100.4,0.0000,0.7182
500224,2,43.0,138.5,0.0000,0.1964
