step,reward,eval_type,seed
50176,102.3,pi,1
50176,6.0,mppi,1
100096,105.3,pi,1
100096,157.4,mppi,1
150016,194.2,pi,1
150016,168.3,mppi,1
200192,314.1,pi,1
200192,317.6,mppi,1
250112,311.7,pi,1
250112,355.9,mppi,1
300032,301.5,pi,1
300032,206.1,mppi,1
350208,348.9,pi,1
350208,296.0,mppi,1
400128,313.2,pi,1
400128,324.6,mppi,1
450048,280.4,pi,1
450048,205.8,mppi,1
500224,274.9,pi,1
500224,259.3,mppi,1
550144,389.4,pi,1
550144,306.2,mppi,1
600064,300.2,pi,1
600064,152.1,mppi,1
650240,354.3,pi,1
650240,219.5,mppi,1
700160,293.2,pi,1
700160,223.7,mppi,1
750080,303.5,pi,1
750080,222.6,mppi,1
800000,366.5,pi,1
800000,280.7,mppi,1
850176,309.7,pi,1
850176,362.4,mppi,1
900096,262.1,pi,1
900096,314.2,mppi,1
950016,320.2,pi,1
950016,328.3,mppi,1
1000192,353.2,pi,1
1000192,379.3,mppi,1
