step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,1,4.2,31.3,0.0000,0.8795
100096,1,3.8,60.2,0.0000,0.8876
150016,1,3.9,31.0,0.0000,0.9200
200192,1,3.9,41.9,0.0000,0.8737
250112,1,4.1,48.5,0.0000,0.8950
300032,1,4.1,34.6,0.0000,0.9013
350208,1,4.0,80.9,0.0000,0.8698
400128,1,4.0,51.2,0.0000,0.8911
450048,1,4.1,56.9,0.0000,0.9159
500224,1,4.0,62.1,0.0000,0.9199
