step,reward,eval_type,seed
250112,6.5,pi,5
250112,23.9,mppi,5
500224,142.8,pi,5
500224,63.1,mppi,5
750080,272.8,pi,5
750080,291.6,mppi,5
1000192,290.8,pi,5
1000192,292.5,mppi,5
1250048,295.9,pi,5
1250048,296.5,mppi,5
1500160,287.4,pi,5
1500160,299.5,mppi,5
1750016,284.6,pi,5
1750016,296.7,mppi,5
2000128,295.6,pi,5
2000128,297.8,mppi,5
2250240,296.1,pi,5
2250240,302.7,mppi,5
2500096,290.3,pi,5
2500096,298.3,mppi,5
2750208,296.8,pi,5
2750208,306.4,mppi,5
3000064,294.2,pi,5
3000064,300.7,mppi,5
3250176,291.4,pi,5
3250176,304.4,mppi,5
3500032,294.1,pi,5
3500032,302.7,mppi,5
3750144,295.8,pi,5
3750144,304.1,mppi,5
4000000,291.2,pi,5
4000000,310.2,mppi,5
4250112,294.6,pi,5
4250112,306.4,mppi,5
4500224,294.5,pi,5
4500224,304.0,mppi,5
4750080,292.0,pi,5
4750080,305.8,mppi,5
5000192,303.1,pi,5
5000192,309.1,mppi,5
5250048,291.7,pi,5
5250048,306.0,mppi,5
5500160,301.9,pi,5
5500160,313.5,mppi,5
5750016,303.4,pi,5
5750016,314.7,mppi,5
6000128,298.4,pi,5
6000128,275.7,mppi,5
6250240,297.6,pi,5
6250240,307.4,mppi,5
6500096,297.1,pi,5
6500096,309.1,mppi,5
6750208,297.4,pi,5
6750208,313.9,mppi,5
7000064,298.3,pi,5
7000064,314.3,mppi,5
7250176,296.4,pi,5
7250176,303.3,mppi,5
7500032,296.7,pi,5
7500032,311.7,mppi,5
7750144,299.6,pi,5
7750144,311.3,mppi,5
8000000,304.6,pi,5
8000000,308.3,mppi,5
8250112,297.7,pi,5
8250112,275.2,mppi,5
8500224,297.8,pi,5
8500224,310.5,mppi,5
8750080,301.5,pi,5
8750080,271.2,mppi,5
