step,reward,eval_type,seed
250112,15.9,pi,2
250112,14.0,mppi,2
500224,135.2,pi,2
500224,202.2,mppi,2
750080,306.9,pi,2
750080,274.5,mppi,2
1000192,372.5,pi,2
1000192,365.1,mppi,2
1250048,404.5,pi,2
1250048,433.2,mppi,2
1500160,405.0,pi,2
1500160,419.4,mppi,2
1750016,425.7,pi,2
1750016,447.7,mppi,2
2000128,439.1,pi,2
2000128,444.5,mppi,2
2250240,421.3,pi,2
2250240,433.8,mppi,2
2500096,417.1,pi,2
2500096,453.4,mppi,2
2750208,443.2,pi,2
2750208,464.6,mppi,2
3000064,446.8,pi,2
3000064,473.9,mppi,2
3250176,450.5,pi,2
3250176,482.0,mppi,2
3500032,443.3,pi,2
3500032,462.3,mppi,2
3750144,449.7,pi,2
3750144,470.4,mppi,2
4000000,488.1,pi,2
4000000,471.4,mppi,2
