step,reward,eval_type,seed
50176,274.7,pi,7
50176,277.3,mppi,7
100096,1057.3,pi,7
100096,289.9,mppi,7
150016,263.0,pi,7
150016,260.4,mppi,7
200192,277.4,pi,7
200192,269.8,mppi,7
250112,281.8,pi,7
250112,272.5,mppi,7
300032,511.7,pi,7
300032,274.7,mppi,7
350208,311.6,pi,7
350208,265.7,mppi,7
400128,1001.4,pi,7
400128,492.6,mppi,7
450048,855.3,pi,7
450048,299.2,mppi,7
500224,430.6,pi,7
500224,303.2,mppi,7
