step,reward,eval_type,seed
50176,0.0,pi,1
50176,0.0,mppi,1
50176,0.0,jumpy,1
100096,0.0,pi,1
100096,0.0,mppi,1
100096,0.0,jumpy,1
150016,964.0,pi,1
150016,962.3,mppi,1
150016,17.0,jumpy,1
200192,971.0,pi,1
200192,968.7,mppi,1
200192,0.0,jumpy,1
250112,969.0,pi,1
250112,958.3,mppi,1
250112,0.0,jumpy,1
300032,0.0,pi,1
300032,312.0,mppi,1
300032,0.0,jumpy,1
350208,455.0,pi,1
350208,626.3,mppi,1
350208,0.0,jumpy,1
400128,0.0,pi,1
400128,321.3,mppi,1
400128,0.0,jumpy,1
450048,0.0,pi,1
450048,154.3,mppi,1
450048,0.0,jumpy,1
500224,961.0,pi,1
500224,0.0,mppi,1
500224,888.3,jumpy,1
