step,reward,eval_type,seed
250112,24.0,pi,4
250112,73.7,mppi,4
500224,32.5,pi,4
500224,42.5,mppi,4
750080,1.8,pi,4
750080,30.3,mppi,4
1000192,189.8,pi,4
1000192,187.2,mppi,4
1250048,143.3,pi,4
1250048,96.1,mppi,4
1500160,144.6,pi,4
1500160,130.0,mppi,4
1750016,168.2,pi,4
1750016,129.3,mppi,4
2000128,192.7,pi,4
2000128,189.8,mppi,4
2250240,117.4,pi,4
2250240,146.3,mppi,4
2500096,181.9,pi,4
2500096,166.9,mppi,4
2750208,152.8,pi,4
2750208,168.4,mppi,4
3000064,263.5,pi,4
3000064,186.8,mppi,4
3250176,157.3,pi,4
3250176,100.4,mppi,4
3500032,210.6,pi,4
3500032,224.6,mppi,4
3750144,212.9,pi,4
3750144,207.2,mppi,4
4000000,145.0,pi,4
4000000,97.3,mppi,4
4250112,207.2,pi,4
4250112,262.1,mppi,4
4500224,211.4,pi,4
4500224,218.8,mppi,4
4750080,225.6,pi,4
4750080,235.2,mppi,4
5000192,236.9,pi,4
5000192,243.3,mppi,4
5250048,245.6,pi,4
5250048,195.4,mppi,4
5500160,250.4,pi,4
5500160,251.4,mppi,4
5750016,248.3,pi,4
5750016,216.8,mppi,4
6000128,242.9,pi,4
6000128,253.3,mppi,4
