step,seed,pi_return,mppi_return,phase_entropy
50176,0,644.8,583.9,1.4281
100096,0,1587.5,1589.2,1.4090
150016,0,2229.3,1836.7,1.4544
200192,0,312.6,2686.7,0.4910
250112,0,1382.4,812.8,1.3389
300032,0,1636.3,1706.2,1.1999
350208,0,1599.6,424.9,2.2986
400128,0,658.6,729.6,1.3941
450048,0,319.2,379.3,0.9428
500224,0,327.0,530.9,1.1482
