step,reward,eval_type,seed
250112,0.0,pi,2
250112,0.0,mppi,2
500224,7.0,pi,2
500224,26.2,mppi,2
750080,282.1,pi,2
750080,301.7,mppi,2
1000192,17.0,pi,2
1000192,13.5,mppi,2
1250048,343.0,pi,2
1250048,366.4,mppi,2
1500160,387.6,pi,2
1500160,370.1,mppi,2
1750016,380.6,pi,2
1750016,417.7,mppi,2
2000128,398.7,pi,2
2000128,418.1,mppi,2
2250240,392.1,pi,2
2250240,422.7,mppi,2
2500096,399.4,pi,2
2500096,434.2,mppi,2
2750208,322.1,pi,2
2750208,446.2,mppi,2
3000064,393.0,pi,2
3000064,446.1,mppi,2
3250176,406.5,pi,2
3250176,440.7,mppi,2
3500032,413.4,pi,2
3500032,445.0,mppi,2
3750144,429.9,pi,2
3750144,456.1,mppi,2
4000000,423.4,pi,2
4000000,460.7,mppi,2
4250112,415.8,pi,2
4250112,449.3,mppi,2
4500224,418.2,pi,2
4500224,455.1,mppi,2
4750080,424.6,pi,2
4750080,457.2,mppi,2
5000192,337.6,pi,2
5000192,454.3,mppi,2
5250048,435.2,pi,2
5250048,460.8,mppi,2
5500160,435.0,pi,2
5500160,463.3,mppi,2
5750016,422.8,pi,2
5750016,461.5,mppi,2
