step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,2,2.0,17.3,0.0000,0.9419
100096,2,1.9,28.3,0.0000,0.9050
150016,2,6.7,58.5,0.0000,0.1046
200192,2,122.1,66.8,0.0000,0.0944
250112,2,91.3,92.1,0.0020,0.7114
300032,2,134.6,80.1,0.0000,0.5757
350208,2,71.3,90.1,0.0000,0.9314
400128,2,168.8,161.5,0.0038,0.4572
450048,2,158.8,69.7,0.0000,0.6477
500224,2,81.6,52.6,0.0000,0.4072
