step,reward,eval_type,seed
250112,66.6,pi,3
250112,36.8,mppi,3
500224,266.6,pi,3
500224,264.3,mppi,3
750080,289.9,pi,3
750080,294.5,mppi,3
1000192,289.1,pi,3
1000192,298.3,mppi,3
1250048,296.9,pi,3
1250048,298.1,mppi,3
1500160,296.8,pi,3
1500160,297.7,mppi,3
1750016,304.3,pi,3
1750016,307.2,mppi,3
2000128,241.0,pi,3
2000128,304.7,mppi,3
2250240,298.4,pi,3
2250240,318.0,mppi,3
2500096,300.2,pi,3
2500096,320.0,mppi,3
2750208,299.2,pi,3
2750208,313.9,mppi,3
3000064,293.7,pi,3
3000064,314.8,mppi,3
3250176,295.3,pi,3
3250176,309.2,mppi,3
3500032,293.9,pi,3
3500032,307.0,mppi,3
3750144,301.6,pi,3
3750144,308.4,mppi,3
4000000,299.0,pi,3
4000000,303.0,mppi,3
4250112,301.5,pi,3
4250112,305.1,mppi,3
4500224,299.7,pi,3
4500224,310.4,mppi,3
4750080,303.1,pi,3
4750080,309.3,mppi,3
5000192,292.4,pi,3
5000192,310.9,mppi,3
5250048,299.0,pi,3
5250048,310.4,mppi,3
5500160,295.8,pi,3
5500160,307.9,mppi,3
