step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,0,441.7,1093.0,1.7171,0.9738
100096,0,1857.9,1752.7,2.1372,0.8659
150016,0,1836.4,662.4,1.7748,0.6579
200192,0,2129.0,851.8,2.1092,0.7271
250112,0,2799.7,1937.1,2.0329,0.6658
300032,0,2608.2,1857.1,2.0502,0.8523
350208,0,2502.4,1336.1,2.1099,0.8663
400128,0,2663.9,1869.5,1.8756,0.6541
450048,0,2945.8,1645.2,1.8486,0.5857
500224,0,2373.8,1612.3,1.7150,0.6335
