step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,1,433.0,1176.9,1.2560,0.9572
100096,1,2570.6,1999.6,1.1408,0.3225
150016,1,2386.9,2146.8,1.3663,0.7234
200192,1,2807.6,1676.9,1.8494,0.6694
250112,1,2911.0,1725.0,1.7097,0.6469
300032,1,2169.1,1674.9,2.0101,0.8709
350208,1,1324.9,412.8,1.6363,0.9179
400128,1,923.0,371.3,2.0876,0.9283
450048,1,1336.9,633.4,1.3954,0.8315
500224,1,1191.5,510.5,1.5787,0.9782
