step,reward,eval_type,seed
250112,2.9,pi,1
250112,12.5,mppi,1
500224,135.7,pi,1
500224,165.3,mppi,1
750080,0.0,pi,1
750080,0.0,mppi,1
1000192,354.1,pi,1
1000192,417.2,mppi,1
1250048,428.2,pi,1
1250048,502.7,mppi,1
1500160,451.5,pi,1
1500160,518.4,mppi,1
1750016,433.1,pi,1
1750016,498.5,mppi,1
2000128,426.5,pi,1
2000128,527.1,mppi,1
2250240,476.9,pi,1
2250240,539.8,mppi,1
2500096,449.5,pi,1
2500096,520.0,mppi,1
2750208,464.2,pi,1
2750208,489.6,mppi,1
3000064,393.5,pi,1
3000064,571.7,mppi,1
3250176,500.2,pi,1
3250176,535.3,mppi,1
3500032,521.6,pi,1
3500032,476.9,mppi,1
3750144,518.5,pi,1
3750144,566.1,mppi,1
4000000,525.6,pi,1
4000000,489.8,mppi,1
