step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,0,634.9,687.4,1.1124,0.8674
100096,0,2619.0,1771.2,1.5687,0.6415
150016,0,2929.0,1155.0,1.4721,0.7414
200192,0,2288.5,1288.7,2.4269,0.9144
250112,0,3149.5,1165.8,1.9031,0.7969
300032,0,2883.7,1833.7,1.9469,0.6937
350208,0,615.2,247.6,1.3387,0.9360
400128,0,2366.6,1540.7,2.0174,0.8762
450048,0,2599.1,1703.6,1.6692,0.6392
500224,0,2531.8,1731.2,1.5743,0.3123
