step,reward,eval_type,seed
250112,5.2,pi,1
250112,0.0,mppi,1
500224,62.1,pi,1
500224,102.3,mppi,1
750080,79.4,pi,1
750080,76.3,mppi,1
1000192,234.5,pi,1
1000192,206.4,mppi,1
1250048,250.5,pi,1
1250048,272.4,mppi,1
1500160,257.3,pi,1
1500160,269.8,mppi,1
1750016,252.1,pi,1
1750016,269.0,mppi,1
2000128,271.9,pi,1
2000128,274.6,mppi,1
2250240,261.1,pi,1
2250240,269.1,mppi,1
2500096,261.2,pi,1
2500096,273.6,mppi,1
2750208,256.3,pi,1
2750208,280.7,mppi,1
3000064,263.1,pi,1
3000064,265.7,mppi,1
3250176,260.5,pi,1
3250176,276.5,mppi,1
3500032,251.6,pi,1
3500032,277.4,mppi,1
3750144,262.3,pi,1
3750144,283.8,mppi,1
4000000,250.3,pi,1
4000000,273.9,mppi,1
