step,reward,eval_type,seed
250112,0.9,pi,1
250112,0.0,mppi,1
500224,16.4,pi,1
500224,1.1,mppi,1
750080,17.4,pi,1
750080,53.3,mppi,1
1000192,237.3,pi,1
1000192,263.3,mppi,1
1250048,281.7,pi,1
1250048,308.9,mppi,1
1500160,284.4,pi,1
1500160,315.9,mppi,1
1750016,282.0,pi,1
1750016,303.4,mppi,1
2000128,304.7,pi,1
2000128,322.6,mppi,1
